city,body_type,Kms_Driven,oem,model,modelYear,centralVariantId,variantName,price,Registration Year,Insurance Validity,Fuel Type,Seating_Capacity,RTO,Ownership,Transmission,Mileage,Engine_Displacement,Max Power,Color,Engine Type,Max Torque,No of Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Ground Clearance Unladen,Cargo Volumn,Compression Ratio,Acceleration,Top Speed
Jaipur,Hatchback,36661,Maruti,Maruti Alto 800,2019,3925,VXI,322000,Oct 2019,Not Available,Petrol,5,RJ45,First Owner,Manual,24.7,796,47.3bhp@6000rpm,Granite Grey,F8D Petrol Engine,69Nm@3500rpm,3.0,DOHC,MPFi,73.0 X 89.4 mm,No,No,3430,1515,1475,2360,1295,1290,725,1185,5 Speed,Front Wheel Drive,Power,4.6,Solid Disc,Drum,Tubeless Tyres,0,5.0,184.0,177.0,10.5:1,19.0,140
Jaipur,SUV,44143,Mahindra,Mahindra Thar,2022,7960,LX 4-Str Hard Top BSVI,1400000,Apr 2022,Not Available,Petrol,4,RJ45,First Owner,Manual,15.2,1997,150bhp@5000rpm,Grey,mStallion 150 TGDi Engine,300Nm@1250-3000rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,Yes,No,3985,1855,1844,2450,1520,1520,1815,1490,6 Speed,4x4,Power,5.1,Disc,Drum,"Radial, Tubeless",18,3.0,184.0,352.0,10.5:1,12.9,170
Jaipur,Sedan,108168,Honda,Honda City,2006,1289,EXi,150000,May 2006,Not Available,Petrol,5,RJ14,Fourth Owner,Manual,17.7,1497,"78 @ 5,500 (PS@rpm)",Silver,In-Line Engine,"12.7 @ 2,700 (kgm@rpm)",4.0,iDSI,PGM-FI (Programmed Fuel Injection),73.0 x 89.4 mm,No,No,4390,1690,1495,2450,1490,1495,1055,1490,5 Speed,Front Wheel Drive,Power,5.1,Ventilated Disc,Drum,"Tubeless,Radial",14,4.0,184.0,352.0,10.5:1,13.5,173
Jaipur,Hatchback,69475,Maruti,Maruti Alto K10,2018,3954,VXI AGS Optional,310000,Sept 2018,Not Available,Petrol,5,RJ47,First Owner,Automatic,23.95,998,67.1bhp@6000rpm,Superior white,K Series Petrol Engine,90Nm@3500rpm,3.0,DOHC,MPFi,73.0 X 89.4 mm,No,No,3545,1490,1475,2360,1295,1290,784,1210,5 Speed,Front Wheel Drive,Power,4.6,Ventilated Disc,Drum,"Tubeless,Radial",0,5.0,184.0,177.0,10.5:1,13.3,145
Jaipur,SUV,96294,Mahindra,Mahindra XUV500,2013,3822,W6 2WD,500000,Jun 2013,Not Available,Diesel,7,RJ14,Second Owner,Manual,15.1,2179,140bhp@3750rpm,Grey,mHawk Diesel Engine,330Nm@1600-2800rpm,4.0,DOHC,Direct Injection ,73.0 X 89.4 mm,Yes,No,4585,1890,1785,2700,1490,1495,1900,2450,6 Speed ,Front Wheel Drive,Power,5.6,Disc & Caliper Type,Disc & Caliper Type,"Tubeless,Radial ",0,5.0,184.0,352.0,10.5:1,12.5,175
Jaipur,SUV,48000,Hyundai,Hyundai Creta,2017,6429,1.6 E Plus,825000,Aug 2017,Comprehensive,Petrol,5,RJ14,First Owner,Manual,15.8,1591,121.3bhp@6400rpm,White,VTVT Petrol Engine,151Nm@4850rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,4270,1780,1665,2590,1490,1495,1260,1490,6 Speed,Front Wheel Drive,Power,5.3,Disc,Drum,Tubeless,0,5.0,190.0,400.0,10.5:1,12.9,170
Jaipur,SUV,34970,Maruti,Maruti Vitara Brezza,2018,4297,VDi,810000,May 2018,Third Party insurance,Diesel,5,RJ02,First Owner,Manual,24.3,1248,88.5bhp@4000rpm,Red,DDiS 200 Diesel Engine,200Nm@1750rpm,4.0,DOHC,CRDi,69.6 X 82,Yes,No,3995,1790,1640,2500,1490,1495,1180,1680,5 Speed,Front Wheel Drive,Power,5.1,Ventilated Disc,Drum,"Tubeless,Radial",0,5.0,184.0,328.0,10.5:1,12.36,172
Jaipur,Sedan,49931,Hyundai,Hyundai Aura,2020,7327,S,649000,Sept 2020,Third Party insurance,Petrol,5,RJ10,First Owner,Manual,20.5,1197,81.86bhp@6000rpm,White,1.2 l Kappa dual petrol,113.8nm@4000rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3995,1680,1520,2450,1490,1495,1050,1490,5-Speed,Front Wheel Drive,Electric,5.1,Disc,Drum,"Tubeless,Radial",0,4.0,184.0,352.0,10.5:1,12.9,170
Jaipur,Hatchback,49500,Maruti,Maruti Baleno,2018,3970,1.2 Alpha,670000,Dec 2018,Comprehensive,Petrol,5,RJ45,First Owner,Manual,21.4,1197,83.1bhp@6000rpm,Blue,VVT Petrol Engine,115Nm@4000rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3995,1745,1510,2520,1505,1515,1103,1340,5 Speed,Front Wheel Drive,Power,5.1,Disc,Drum,"Tubeless,Radial",16,5.0,184.0,339.0,10.5:1,12.36,180
Jaipur,SUV,44376,Kia,Kia Seltos,2019,7121,GTX Plus Diesel AT,1525000,Oct 2019,Comprehensive,Diesel,5,RJ01,First Owner,Automatic,18.0,1493,113.43bhp@4000rpm,Silver,1.5 L CRDi VGT,250Nm@1500-2750rpm,4.0,DOHC,CRDi,73.0 X 89.4 mm,Yes,No,4315,1800,1645,2610,1490,1495,1540,1490,6-Speed,Front Wheel Drive,Electric,5.1,Disc,Disc,"Tubeless, Radial",17,5.0,184.0,433.0,10.5:1,12.9,170
Jaipur,Hatchback,49225,Maruti,Maruti Swift,2018,6195,VDI,655000,Nov 2018,Comprehensive,Diesel,5,RJ45,First Owner,Manual,28.4,1248,74bhp@4000rpm,White,DDiS 190 Engine,190Nm@2000rpm,4.0,DOHC,CRDi,73.0 X 89.4 mm,Yes,No,3840,1735,1530,2450,1530,1530,1103,1490,5,Front Wheel Drive,Power,5.1,Disc,Drum,Tubeless,0,5.0,184.0,268.0,10.5:1,12.9,170
Jaipur,Hatchback,68843,Tata,Tata Tiago,2020,7381,XT BSVI,493000,Oct 2020,Comprehensive,Petrol,5,RJ45,First Owner,Manual,19.01,1199,84.82bhp@6000rpm,Silver,1.2 L Revotron,113Nm@3300rpm,3.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3765,1677,1535,2400,1490,1495,982,1490,5-Speed,Front Wheel Drive,Electric,5.1,Disc,Drum,"Tubeless, Radial",0,5.0,184.0,352.0,10.5:1,12.9,170
Jaipur,Hatchback,60318,Maruti,Maruti Wagon R,2009,6740,VXI,325000,Oct 2013,Comprehensive,Petrol,5,RJ14,First Owner,Manual,21.79,998,67.05bhp@5500rpm,White,K10B Petrol Engine,90Nm@3500rpm,3.0,DOHC,MPFI,73  x 79.5 mm,No,No,3655,1620,1675,2435,1490,1495,1103,1340,5 Speed,Front Wheel Drive,Power,4.7,Disc,Drum,"Tubeless Tyres, Radial",0,5.0,184.0,352.0,10.5:1,18.6,170
Jaipur,Hatchback,101014,Maruti,Maruti Swift,2018,6196,AMT VDI,550000,Sept 2018,Zero Dep,Diesel,5,RJ45,First Owner,Automatic,28.4,1248,74bhp@4000rpm,Solid Fire Red,DDiS 190 Engine,190Nm@2000rpm,4.0,DOHC,CRDi,73.0 X 89.4 mm,Yes,No,3840,1735,1530,2450,1530,1530,1103,1405,5,Front Wheel Drive,Power,5.1,Disc,Drum,Tubeless,0,5.0,184.0,268.0,10.5:1,12.9,170
Jaipur,Hatchback,44319,Renault,Renault KWID,2020,7437,Climber 1.0 AMT Opt,376000,Aug 2020,Not Available,Petrol,5,RJ27,Second Owner,Automatic,22.0,999,67bhp@5500rpm,White,Petrol Engine,91Nm@4250rpm,3.0,DOHC,MPFi,73.0 X 89.4 mm,No,No,3731,1579,1490,2422,1490,1495,745,1490,5 Speed,Front Wheel Drive,Electric,4.9,Disc,Drum,"Tubeless,Radial",0,5.0,184.0,279.0,10.5:1,12.9,170
Jaipur,Hatchback,49422,Volkswagen,Volkswagen Polo,2017,6004,1.2 MPI Highline Plus,337000,Feb 2018,Not Available,Petrol,5,RJ14,First Owner,Manual,16.2,1199,74bhp@5400rpm,Candy White,MPI Petrol Engine,110Nm@3000-4300rpm,3.0,DOHC,MPFI,74.5 x 76.4,No,No,3971,1682,1469,2469,1460,1456,1103,1490,5 Speed,Front Wheel Drive,Power,4.97,Disc,Drum,"Tubeless,Radial",15,5.0,184.0,352.0,10.5:1,14.2,165
Jaipur,SUV,44934,Tata,Tata Nexon,2021,7751,XZA Plus AMT S,1044999,Jan 2021,Not Available,Petrol,5,RJ45,First Owner,Automatic,16.35,1199,118.36bhp@5500rpm,Daytona Grey,1.2l Turbocharged Revotron Engine,170nm@1750-4000rpm,3.0,DOHC,MPFI,73.0 X 89.4 mm,Yes,No,3993,1811,1606,2498,1490,1495,1230,1490,6-Speed,Front Wheel Drive,Power,5.1,Disc,Drum,"Tubeless, Radial",16,5.0,184.0,350.0,10.5:1,12.9,170
Jaipur,Sedan,251066,Maruti,Maruti Swift Dzire,2011,4233,Vdi BSIV,118000,May 2011,Not Available,Diesel,5,RJ27,First Owner,Manual,19.3,1248,73.9bhp@4000rpm,Silver,In-Line Engine,190Nm@2000rpm,4.0,DOHC,CRDI,69.6 x 82 mm,Yes,No,4160,1690,1530,2390,1470,1480,1105,1490,5 Speed,Two Wheel Drive,Power,5.1,Ventilated Disc,Drum,"Tubeless,Radial",14,4.0,184.0,352.0,17.6:1,12.9,170
Jaipur,Sedan,208708,Maruti,Maruti Ciaz,2017,5719,1.3 Zeta,436000,Dec 2017,Not Available,Diesel,5,RJ45,First Owner,Manual,28.09,1248,88.5bhp@4000rpm,Black,DDIS 200 Engine,200Nm@1750rpm,4.0,DOHC,CRDI,69.6 X 82mm,Yes,No,4490,1730,1485,2650,1495,1505,1135,1595,5 Speed,Front Wheel Drive,Power,5.4,Ventilated Disc,Drum,"Tubeless, Radial",15,4.0,184.0,510.0,10.1:1,15.0,190
Jaipur,Hatchback,75426,Maruti,Maruti Wagon R,2009,8977,LXI Minor Duo LPG,75697,Nov 2009,Not Available,LPG,5,RJ14,First Owner,Manual,18.9,1061,67bhp@6200rpm,Silver,FC Petrol Engine,84Nm@3500rpm,3.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3595,1495,1700,2400,1295,1290,885,1350,5 Speed,Front Wheel Drive,Power,4.6,Ventilated Disc,Drum,"Tubeless, Radial",14,4.0,184.0,352.0,10.5:1,12.9,170
Jaipur,SUV,36107,Hyundai,Hyundai Venue,2020,7681,SX Plus Turbo DCT,861000,Dec 2020,Not Available,Petrol,5,RJ45,First Owner,Automatic,18.15,998,118.35bhp@6000rpm,White,Kappa 1.0 L Turbo GDi Petrol,172Nm@1500-4000rpm,3.0,DOHC,GDi,73.0 X 89.4 mm,Yes,No,3995,1770,1605,2500,1490,1495,1440,1490,7-Speed DCT,Front Wheel Drive,Electric,5.1,Disc,Drum,Radial,16,5.0,190.0,350.0,10.5:1,12.9,170
Jaipur,SUV,50854,Honda,Honda WR-V,2019,5668,i-VTEC VX,590000,Sept 2019,Third Party insurance,Petrol,5,RJ45,First Owner,Manual,17.5,1199,88.7bhp@6000rpm,White,i-VTEC Petrol Engine,110Nm@4800rpm,4.0,SOHC,MPFi,73.0 X 89.4 mm,No,No,3999,1734,1601,2555,1490,1495,1103,1490,5 Speed,Front Wheel Drive,Electric,5.3,Ventilated Disc,Drum,"Tubeless,Radial",16,5.0,184.0,352.0,10.5:1,15.31,164
Jaipur,Hatchback,7985,Hyundai,Hyundai Grand i10 Nios,2020,7089,Magna,553000,Sept 2020,Not Available,Petrol,5,RJ45,First Owner,Manual,20.7,1197,81.86bhp@6000rpm,Blue,1.2 Kappa petrol,113.8nm@4000rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3805,1680,1520,2450,1490,1495,1100,1490,5-Speed,Front Wheel Drive,Electric,5.1,Disc,Drum,"Tubeless, Radial",0,5.0,184.0,352.0,10.5:1,12.9,170
Jaipur,SUV,47913,Mahindra,Mahindra TUV 300,2017,3752,T6,429000,Jan 2018,Not Available,Diesel,7,MP33,First Owner,Manual,18.49,1493,100bhp@3750rpm,White,mHawk 100 Diesel Engine,240Nm@1600-2800rpm,3.0,DOHC,CRDi,73.0 X 89.4 mm,Yes,No,3995,1835,1826,2680,1490,1495,1735,2225,5 Speed,RWD,Power,5.35,Disc,Drum,"Tubeless,Radials",0,5.0,184.0,384.0,10.5:1,13.9,156
Jaipur,Hatchback,138907,Maruti,Maruti Baleno,2017,3963,1.2 Sigma,500000,Jul 2017,Not Available,Petrol,5,RJ14,First Owner,Manual,21.4,1197,83.1bhp@6000rpm,Granite Grey,VVT Petrol Engine,115Nm@4000rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3995,1745,1510,2520,1515,1525,865,1340,5 Speed,Front Wheel Drive,Power,5.1,Disc,Drum,"Tubeless,Radial",0,5.0,184.0,339.0,10.5:1,12.36,180
Jaipur,Hatchback,201161,Maruti,Maruti Ritz,2010,4152,VDi,108000,Jul 2010,Not Available,Diesel,5,RJ14,First Owner,Manual,21.1,1248,73.9bhp@4000rpm,White,In-Line Engine,113Nm@4500rpm,4.0,DOHC ,CRDI,69.9X82 mm,No,No,3715,1680,1620,2360,1490,1495,1100,1520,5-Speed,Front Wheel Drive,Power,5.1,Ventilated Disc,Drum,"Tubeless,Radial",14,5.0,184.0,352.0,17.6:1,14.2,170
Jaipur,SUV,124143,Mahindra,Mahindra XUV500,2015,3823,W8 2WD,482000,Apr 2015,Not Available,Diesel,7,HR26,First Owner,Manual,15.1,2179,140bhp@3750rpm,Black,mHawk Diesel Engine,330Nm@1600-2800rpm,4.0,DOHC,Direct Injection,73.0 X 89.4 mm,Yes,No,4585,1890,1785,2700,1490,1495,1940,2450,6 Speed,Front Wheel Drive,Power,5.6,Disc & Caliper Type,Disc & Caliper Type,"Tubeless,Radial ",17,5.0,184.0,352.0,10.5:1,12.5,175
Jaipur,Sedan,65396,Honda,Honda Amaze,2017,6415,S Petrol BSIV,422000,Jun 2017,Third Party insurance,Petrol,5,RJ23,Second Owner,Manual,19.5,1199,88.76bhp@6000rpm,White,i-VTEC Petrol Engine,110Nm@4800rpm,4.0,SOHC,MPFi,73.0 X 89.4 mm,No,No,3995,1695,1501,2470,1490,1495,917,1490,5 Speed,Front Wheel Drive,Power,4.7,Disc,Drum,"Tubeless,Radial",0,4.0,184.0,420.0,10.5:1,15.0,140
Jaipur,Hatchback,45746,Hyundai,Hyundai i10,2011,1568,Magna,206000,Apr 2011,Third Party insurance,Petrol,5,RJ14,First Owner,Manual,20.36,1197,78.9bhp@6000rpm,Silver,Kappa Petrol Engine,111.7Nm@4000rpm,4.0,DOHC ,MPFI,71 x 75.6 mm,No,No,3585,1595,1550,2380,1400,1385,930,1490,5 Speed,Front Wheel Drive,Power,5.1,Ventilated Disc,Drum,"Tubeless,Radial",13,4.0,184.0,352.0,10.5:1 ,12.9,170
Jaipur,Sedan,90560,Maruti,Maruti Ciaz,2017,5724,1.4 Alpha,630000,Dec 2017,Not Available,Petrol,5,RJ14,First Owner,Manual,20.73,1373,91.1bhp@6000rpm,White,k14B VVT Engine,130Nm@4000rpm,4.0,DOHC,MPFI,73 x 82mm,No,No,4490,1730,1485,2650,1495,1505,1030,1490,5 Speed,Front Wheel Drive,Power,5.4,Ventilated Disc,Drum,"Tubeless, Radial",16,4.0,184.0,510.0,10.1:1,14.0,190
Jaipur,SUV,48350,Honda,Honda CR-V,2015,1313,2.4L 4WD AT,1390000,Dec 2015,Comprehensive,Petrol,5,RJ14,First Owner,Automatic,12.0,2354,187.4bhp@7000rpm,Silver,i-VTEC Petrol Engine,226Nm@4400rpm,4.0,DOHC,PGM-FI (Programmed Fuel Injection),73.0 X 89.4 mm,No,No,4545,1820,1685,2620,1565,1565,1600,1490,5 Speed,4WD,Power,5.1,Disc,Disc,"Tubeless,Radial",17,5.0,184.0,589.0,10.5:1,10.0,190
Jaipur,Sedan,66000,Honda,Honda Amaze,2017,5323,E Option i-DTEC,525000,Jul 2018,Comprehensive,Diesel,5,RJ14,First Owner,Manual,25.8,1498,98.6bhp@3600rpm,White,i-DTEC Diesel Engine,200Nm@1750rpm,4.0,DOHC,CRDi,73.0 X 89.4 mm,Yes,No,3990,1680,1505,2405,1490,1495,1050,1490,5 Speed,Front Wheel Drive,Power,4.7,Disc,Drum,"Tubeless,Radial",0,4.0,184.0,400.0,10.5:1,17.0,140
Jaipur,Hatchback,1989,Maruti,Maruti Alto 800,2022,7075,VXI BSVI,364000,Oct 2022,Not Available,Petrol,5,RJ45,First Owner,Manual,22.05,796,47.33bhp@6000rpm,Grey,F8D Petrol Engine,69Nm@3500rpm,3.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3445,1515,1475,2360,1295,1290,762,1185,5 Speed,Front Wheel Drive,Power,4.6,Disc,Drum,Tubeless Tyres,0,5.0,184.0,352.0,10.5:1,12.9,170
Jaipur,Hatchback,110818,Hyundai,Hyundai EON,2014,1494,Era,200000,Aug 2014,Not Available,Petrol,5,RJ14,First Owner,Manual,21.1,814,55.2bhp@5500rpm,Polar White,Petrol Engine,74.5Nm@4000rpm,3.0,SOHC,MPFI,73.0 X 89.4 mm,No,No,3495,1550,1500,2380,1386,1368,880,1490,5 Speed,Front Wheel Drive,Power,5.1,Disc,Drum,"Tubeless,Radial",12,5.0,184.0,352.0,10.5:1,12.9,170
Jaipur,SUV,89000,Hyundai,Hyundai Creta,2017,6439,1.6 SX Automatic Diesel,975000,Jul 2017,Comprehensive,Diesel,5,RJ27,Second Owner,Automatic,17.6,1582,126.2bhp@4000rpm,Grey,U2 CRDI VGT Engine,259.87NM@1500-3000rpm,4.0,DOHC,CRDi,73.0 X 89.4 mm,Yes,No,4270,1780,1665,2590,1490,1495,1340,1490,6 Speed,Front Wheel Drive,Power,5.3,Disc,Drum,Tubeless,17,5.0,190.0,400.0,10.5:1,12.9,170
Jaipur,Hatchback,67225,Mahindra,Mahindra KUV 100 NXT,2018,6065,G80 K2,250000,Jun 2018,Not Available,Petrol,6,RJ14,First Owner,Manual,18.15,1198,82bhp@5500rpm,Silver,mFALCON G80 Engine,115Nm@3500-3600rpm,3.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3700,1735,1655,2385,1490,1490,905,1490,5 Speed,Front Wheel Drive,Power,5.05,Disc,Drum,"Tubeless,Radial",0,5.0,184.0,243.0,10.5:1,14.5,160
Jaipur,SUV,96937,Tata,Tata Harrier,2020,6711,XZ BSIV,1300000,Mar 2020,Not Available,Diesel,5,RJ45,First Owner,Manual,17.0,1956,138.1bhp@3750rpm,White,Kryotec 2.0LTurbocharged Engine,350Nm@1750-2500rpm,4.0,DOHC,CRDI,73.0 X 89.4 mm,Yes,No,4598,1894,1706,2741,1490,1495,1745,1490,6,Front Wheel Drive,Power,5.1,Disc,Drum,Tubeless,17,4.0,184.0,425.0,16.5:1,12.9,170
Jaipur,Hatchback,160145,Maruti,Maruti Swift,2010,4181,Vdi BSIII,200000,Jan 2011,Not Available,Diesel,5,RJ09,First Owner,Manual,17.8,1248,75 PS @ 2000 rpm,Metallic Azure Grey,In-Line Engine,190 Nm @2000 rpm,4.0,DOHC,CRDI,69.6 x 82 mm,Yes,No,3760,1690,1530,2390,1470,1480,1075,1490,5 Speed,Front Wheel Drive,Power,5.1,Ventilated Disc,Drum,"Tubeless,Radial",14,5.0,184.0,352.0,9.0:1,13.75,158
Jaipur,MUV,85017,Honda,Honda Mobilio,2015,1366,V Option i-VTEC,450000,Aug 2015,Not Available,Petrol,7,DL9C,First Owner,Manual,17.3,1497,117.3bhp@6600rpm,Tafeta White,i-VTEC Engine,145Nm@4600rpm,4.0,SOHC,PGM-FI,73.0 X 89.4 mm,No,No,4386,1683,1603,2652,1490,1495,1103,1490,5 Speed,Front Wheel Drive,Power,5.2,Disc,Drum,"Tubeless,Radial",15,5.0,184.0,223.0,10.3:1,16.0,160
Jaipur,Hatchback,86719,Hyundai,Hyundai i10,2009,1567,Era,150000,Oct 2009,Not Available,Petrol,5,RJ14,First Owner,Manual,19.81,1086,68.05bhp@5500rpm,Red,IRDE2 Engine,99.04Nm@4500rpm,4.0,SOHC,MPFI,73.0 X 89.4 mm,No,No,3585,1595,1550,2380,1400,1385,860,1490,5 Speed,Front Wheel Drive,Power,4.7,Ventilated Disc,Drum,Tubeless,0,5.0,184.0,225.0,10.5:1,14.3,165
Jaipur,Hatchback,85254,Hyundai,Hyundai Santro Xing,2006,1715,XL,55000,May 2006,Not Available,Petrol,5,RJ14,Third Owner,Manual,18.9,1086,81.80bhp@6000rpm,White,In-Line Engine,90Nm@3500rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3995,1734,1530,2520,1490,1495,1103,1490,5 Speed,Front Wheel Drive,Power,5.1,Disc,Drum,"Tubeless,Radial",13,5.0,184.0,352.0,10.5:1,12.9,170
Jaipur,Sedan,106311,Tata,Tata Manza,2012,2760,ELAN Quadrajet BS III,244000,Jul 2012,Comprehensive,Diesel,5,HR26,Second Owner,Manual,19.0,1248,90 PS@ 4000 rpm ,White,Diesel Engine,200 Nm @ 1750-3000 rpm,4.0,DOHC,CRDI,73.0 X 89.4 mm,No,No,4413,1703,1550,2520,1490,1495,1103,1490,5 Speed,Front Wheel Drive,Power,5.1,Ventilated Disc,Drum,"Tubeless,Radial",15,5.0,184.0,352.0,:1,12.9,170
Jaipur,Hatchback,66328,Honda,Honda Brio,2018,6369,1.2 S Option MT,350000,May 2018,Not Available,Petrol,5,RJ45,First Owner,Manual,18.5,1198,86.8bhp@6000rpm,White,i-VTEC Engine,109Nm@4500rpm,4.0,SOHC,PGM - Fi,73.0 X 89.4 mm,No,No,3610,1680,1500,2345,1480,1465,930,1490,5 Speed,Front Wheel Drive,Power,4.5,Disc,Drum,"Tubeless,Radial",0,5.0,184.0,175.0,10.5:1,14.5,145
Jaipur,Sedan,132528,Honda,Honda City,1999,1223,1.3 EXI,100000,2022,Third Party insurance,Petrol,5,RJ14,First Owner,Manual,13.0,1343,90 bhp @ 6500 rpm,Green,In-Line Engine,11.3 kgm @ 4700 rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,4270,1690,1395,2500,1450,1455,980,1490,5 Speed,Front Wheel Drive,Power,5.1,Ventilated Disc,Drum,"Tubeless,Radial",14,4.0,184.0,352.0,10.5:1,12.9,170
Jaipur,Sedan,62285,Jaguar,Jaguar XF,2019,5438,2.0 Diesel Prestige,3100000,2019,Third Party insurance,Diesel,5,RJ45,First Owner,Automatic,19.33,1999,177bhp@4000rpm,Red,Diesel Engine,430Nm@1750-2500rpm,4.0,DOHC,Direct Injection,73.0 X 89.4 mm,Yes,No,5067,2091,1457,2960,1605,1594,1681,2295,8 Speed,RWD,Power,5.8,Disc,Disc,"Tubeless,Radial",20,4.0,184.0,505.0,10.5:1,9.36,229
Jaipur,Hatchback,183619,Hyundai,Hyundai i20,2011,1636,1.4 CRDi Magna,179000,Oct 2011,Not Available,Diesel,5,RJ19,First Owner,Manual,21.9,1396,90PS at 4000rpm,White,Diesel,22.4 kgm at 1750-2750rpm,4.0,DOHC,CRDI,73.0 X 89.4 mm,No,No,3940,1710,1505,2525,1505,1503,1120,1490,5-Speed,Front Wheel Drive,Power,5.1,Disc,Disc,"Tubeless,Radial",14,5.0,184.0,352.0,10.5:1,12.9,170
Jaipur,SUV,27019,Mahindra,Mahindra Bolero Power Plus,2019,6483,ZLX,900000,Dec 2019,Not Available,Diesel,7,RJ14,First Owner,Manual,16.5,1493,70bhp@3600rpm,Diamond White,mHAWK D70 Diesel Engine,195Nm@1400-2200rpm,4.0,SOHC,CRDi,73.0 X 89.4 mm,Yes,No,3995,1745,1880,2680,1490,1495,1470,1490,5 Speed,RWD,Power,5.8,Disc,Drum,"Tubeless,Radial",0,5.0,184.0,690.0,10.5:1,30.3,117
Jaipur,Hatchback,46848,Hyundai,Hyundai i10,2011,1568,Magna,190000,Oct 2011,Comprehensive,Petrol,5,RJ14,First Owner,Manual,20.36,1197,78.9bhp@6000rpm,Grey,Kappa Petrol Engine,111.7Nm@4000rpm,4.0,DOHC ,MPFI,71 x 75.6 mm,No,No,3585,1595,1550,2380,1400,1385,930,1490,5 Speed,Front Wheel Drive,Power,5.1,Ventilated Disc,Drum,"Tubeless,Radial",13,4.0,184.0,352.0,10.5:1 ,12.9,170
Jaipur,SUV,16424,Renault,Renault Kiger,2021,8357,RXT Turbo,547000,Mar 2022,Not Available,Petrol,5,MH49,First Owner,Manual,20.5,999,98.63bhp@5000rpm,Moonlight Silver,1.0 L Turbocharged,160Nm@2800-3600rpm,3.0,DOHC,MPFi,73.0 X 89.4 mm,Yes,No,3991,1750,1605,2500,1536,1535,1012,1461,5 Speed,Front Wheel Drive,Electric,5.02,Disc,Drum,"Tubeless, Radial",0,5.0,205.0,405.0,10.5:1,12.9,170
Jaipur,Sedan,89525,Maruti,Maruti Ciaz,2015,4005,VXi Plus,509999,Feb 2016,Not Available,Petrol,5,RJ27,Second Owner,Manual,20.73,1373,91.1bhp@6000rpm,White,k14B VVT Engine,130Nm@4000rpm,4.0,DOHC,MPFI,73 X 82mm,No,No,4490,1730,1485,2650,1495,1505,1010,1490,5 Speed,Front Wheel Drive,Power,5.4,Ventilated Disc,Drum,"Tubeless, Radial",0,4.0,184.0,510.0,10.1:1,14.0,190
Jaipur,SUV,39657,Hyundai,Hyundai Creta,2020,7700,SX Diesel AT BSVI,1650000,Jun 2020,Not Available,Diesel,5,RJ45,First Owner,Automatic,18.5,1493,113.42bhp@4000rpm,White,1.5L CRDi Diesel,250nm@1500-2750rpm,4.0,DOHC,CRDi,73.0 X 89.4 mm,Yes,No,4300,1790,1635,2610,1490,1495,1320,1490,6-Speed,Front Wheel Drive,Power,5.1,Disc,Disc,"Tubeless,Radial",17,5.0,184.0,433.0,10.5:1,12.9,170
Jaipur,SUV,44516,Skoda,Skoda Kushaq,2021,7319,1.0 TSI Active BSVI,1000000,Sept 2021,Comprehensive,Petrol,5,RJ45,First Owner,Manual,19.2,999,113.98bhp@5000-5500rpm,Red,1.0 TSI Petrol Engine,178Nm@1750-4500rpm,3.0,DOHC,TSI,73.0 X 89.4 mm,Yes,No,4225,1760,1612,2651,1490,1495,1103,1640,6-speed,Front Wheel Drive,Electric,5.1,Disc,Drum,"Tubeless, Radial",0,5.0,155.0,352.0,10.5:1,12.9,170
Jaipur,Sedan,129267,Maruti,Maruti Swift Dzire,2016,4209,VDI,580000,Feb 2016,Not Available,Diesel,5,RJ14,First Owner,Manual,26.59,1248,74bhp@4000rpm,White,DDiS Diesel Engine,190Nm@2000rpm,4.0,DOHC,CRDI,69.6 X 82 mm,Yes,No,3995,1695,1555,2430,1485,1495,1055,1505,5 Speed,Front Wheel Drive,Power,4.8,Ventilated Disc,Drum,"Tubeless,Radial",0,4.0,184.0,352.0,17.6:1,13.8,169
Jaipur,Hatchback,77497,Hyundai,Hyundai EON,2017,1506,Magna Plus Option,250000,Apr 2017,Not Available,Petrol,5,RJ14,First Owner,Manual,21.1,814,55.2bhp@5500rpm,Polar White,Petrol Engine,74.5Nm@4000rpm,3.0,SOHC,MPFI,73.0 X 89.4 mm,No,No,3495,1550,1500,2380,1386,1368,910,1490,5 Speed,Front Wheel Drive,Power,4.6,Disc,Drum,Tubeless,0,5.0,184.0,215.0,10.5:1,19.0,135
